Object.ID,DAPI_Nucleus_Mean,Ki67_Nucleus_Mean,FOXP3_Nucleus_Mean,CD31_Cytoplasm_Mean,CD56_Cytoplasm_Mean,CD34_Cytoplasm_Mean,CD4_Cytoplasm_Mean,CD20_Cytoplasm_Mean,CD45_Cytoplasm_Mean,CD163_Cytoplasm_Mean,HLA.A_Cytoplasm_Mean,LAG3_Cytoplasm_Mean,CD8_Cytoplasm_Mean,SMA_Cytoplasm_Mean,PDL1_Cytoplasm_Mean,CD21_Cytoplasm_Mean,Pan.Cytokeratin_Cytoplasm_Mean,IDO1_Cytoplasm_Mean,b.Catenin1_Cytoplasm_Mean,CD14_Cytoplasm_Mean,PD.1_Cytoplasm_Mean,CD44_Cytoplasm_Mean,CD3e_Cytoplasm_Mean,CD45RO_Cytoplasm_Mean,CD68_Cytoplasm_Mean,Granzyme.B_Cytoplasm_Mean,HLA.DR_Cytoplasm_Mean,ICOS_Cytoplasm_Mean,HIF1A_Cytoplasm_Mean,CK17_Cytoplasm_Mean,CD31_Membrane_Mean,CD56_Membrane_Mean,CD34_Membrane_Mean,CD4_Membrane_Mean,CD20_Membrane_Mean,CD45_Membrane_Mean,CD163_Membrane_Mean,HLA.A_Membrane_Mean,LAG3_Membrane_Mean,CD8_Membrane_Mean,SMA_Membrane_Mean,PDL1_Membrane_Mean,CD21_Membrane_Mean,Pan.Cytokeratin_Membrane_Mean,IDO1_Membrane_Mean,b.Catenin1_Membrane_Mean,CD14_Membrane_Mean,PD.1_Membrane_Mean,CD44_Membrane_Mean,CD3e_Membrane_Mean,CD45RO_Membrane_Mean,CD68_Membrane_Mean,Granzyme.B_Membrane_Mean,HLA.DR_Membrane_Mean,ICOS_Membrane_Mean,HIF1A_Membrane_Mean,CK17_Membrane_Mean,DAPI_Cell_Mean,Ki67_Cell_Mean,CD31_Cell_Mean,FOXP3_Cell_Mean,CD56_Cell_Mean,CD34_Cell_Mean,CD4_Cell_Mean,CD20_Cell_Mean,CD45_Cell_Mean,CD163_Cell_Mean,HLA.A_Cell_Mean,LAG3_Cell_Mean,CD8_Cell_Mean,SMA_Cell_Mean,PDL1_Cell_Mean,CD21_Cell_Mean,Pan.Cytokeratin_Cell_Mean,IDO1_Cell_Mean,b.Catenin1_Cell_Mean,CD14_Cell_Mean,PD.1_Cell_Mean,CD44_Cell_Mean,CD3e_Cell_Mean,CD45RO_Cell_Mean,CD68_Cell_Mean,Granzyme.B_Cell_Mean,HLA.DR_Cell_Mean,ICOS_Cell_Mean,HIF1A_Cell_Mean,CK17_Cell_Mean,X_coord,Y_coord
0000aa8d-e87f-4316-9372-e2cbb0ccf158,6.21852933276115,0.620774065894505,2.24360815505875,1.95345150136626,2.20448506902822,0.499475999615508,2.80533373383825,0.0,1.93881270753669,1.48274504538257,3.43921088007728,2.28962792963195,0.0,0.0,2.91032972537513,0.315334360334379,4.57730796893868,0.806695253531758,4.87777859942201,0.0047530553998195,0.0462815032119103,1.01171030962773,0.0,0.0093471722592526,0.288653863605169,0.0,0.0278617753545096,0.160016607845905,1.43658829366012,0.548436624696042,1.9324013894893,2.24257202076715,0.494159563712844,2.85867730053539,0.0,2.17667382827591,1.60516242366465,3.4796056752421,2.40484863867524,0.0,0.0,2.88643308821106,0.435201855887066,4.64791310954396,0.87263179113525,4.84106737753033,0.0201999229434977,0.0,0.883699009019811,0.0,0.0,0.358058618305492,0.0,0.0981500210920115,0.276556218386062,1.43520185588707,0.494159563712844,5.58999113684511,0.774839759827326,1.94185751900344,2.20260578471626,2.17085443879323,0.521553330545095,2.72229114174576,0.0027385198069288,1.93677925730947,1.44599149091444,3.3171882775965,2.4305796704976,0.0083434585293349,0.0,3.05790077326323,0.410883777195581,4.46573290710385,0.668663777700221,4.72145469060034,0.0056155674069098,0.0437644423101702,0.758473748785078,0.0027385198069288,0.019346088804812,0.326882449215844,0.0,0.0492125346325603,0.165300974916865,1.3313612672683,0.54833797550862,781.17,-599.15
0001e8f3-07bc-49ee-877e-ebdd5a650dd1,6.29001884693262,0.906890595608518,2.43741419040331,1.95419631038688,2.17392693199981,0.620586410451878,2.59991284218713,0.0,1.74416109557041,1.23266075679027,4.24792751344359,2.89481776330794,0.0,0.0,2.75488750216347,0.169925001442312,4.02125762056052,0.121015400961366,5.27960798118136,0.0,0.0356239097307212,0.510961919277379,0.0,0.0,0.37851162325373,0.0,0.0,0.263034405833794,1.13750352374994,1.12928301694497,1.93681693985354,2.02044886274288,0.598651047884608,2.6586228064587,0.0,1.65209636955975,1.0995645271632,4.27585631832102,2.84225478920535,0.0,0.0,2.63226821549951,0.156137697888986,4.04814025859135,0.0801118598615982,5.26993230573976,0.0,0.0801118598615982,0.571142829061732,0.0,0.0,0.362554049350754,0.0,0.0,0.228233799560068,1.04061192803757,0.893051502736851,5.79716346695173,0.734221866220779,1.93979075490058,2.41069386501067,2.22141311740013,0.594166328050996,2.56401226543737,0.0,1.81130661146978,1.23621706410222,4.25955873754921,2.90873606441263,0.0,0.0,2.80339237882705,0.218471210743262,4.01466772403576,0.119688174519196,5.06362960398987,0.0,0.0274371827068511,0.459431618637297,0.0,0.0,0.387031609525704,0.0,0.0137838154330997,0.276794404789259,1.19440229193857,1.06108492060131,544.1,-464.49
000a411b-6a87-487a-a32b-89cb487fc77f,6.71424551766612,3.91691607401066,2.49415956371284,1.89572916164496,2.47097930181203,1.10413533948403,2.42602316693385,0.0,1.69514754008037,1.44058018449779,3.50422629852689,2.82268936446939,0.0,0.0097771216115299,2.96774040656035,0.331705216498892,4.53503892635997,0.465713319595964,4.44102526084551,0.0291348040530228,0.0764222754586024,1.92444198619348,0.0291348040530228,0.0,0.308127844178741,0.0097771216115299,0.0291348040530228,0.259784684682978,0.777619601072133,0.639510023175194,1.88264304936184,2.57744091338861,1.11895767918955,2.4594316186373,0.0,1.72111012853332,1.39231742277876,3.56414644069312,2.90988828477648,0.0,0.0223323000980564,2.88873350915203,0.507820006042353,4.53040789782308,0.426318435379334,4.55170672377039,0.0443241688122014,0.0443241688122014,1.78789211450265,0.0443241688122014,0.0,0.459431618637297,0.0223323000980564,0.0,0.303809967021285,0.857980995127572,0.741488559249812,6.17079236142576,3.42850422562661,1.84265707994492,2.42672097680464,2.39596762857139,1.12651037988231,2.25096157353322,0.0143552929770701,1.92219784839637,1.46116181477618,3.3020704150729,3.0071955014042,0.0,0.0047530553998195,3.12873881218734,0.710789906310659,4.18163531107005,0.344828496997441,4.01554217121876,0.0143552929770701,0.0519984677970024,1.46466826700344,0.115432826120347,0.023894042655701,0.512682003339547,0.0190613650934302,0.0795658498102748,0.31034012061215,0.908198046490716,0.678071905112638,99.99,-310.14
00291c1c-bf2f-4a92-a377-cf90043b51ed,6.13637187596841,0.607957564754493,2.83689362740974,1.95698592461258,2.84581117166484,0.800827439874396,2.51220159803569,0.0041777607891099,2.02764949465066,2.17312743348066,3.42598289837236,2.27658599383709,0.583615356584558,0.925771606616772,3.20037879798403,0.586308388109527,5.79757852797639,1.17676955589823,4.74536104787632,0.020484422065084,0.092072094502929,1.24116900651563,0.0997664862929298,0.171334947398768,0.171334947398768,0.0,0.0041777607891099,0.280837568611771,0.993783035250007,1.3473254916338,1.96450953338891,2.90689059560852,0.989938264292293,2.47394272984657,0.0199153677076859,2.70352157195803,2.1654617800087,3.51482922847525,2.26471656897702,1.37695711447773,1.01991536770769,3.14974711950468,0.557973676427615,5.67869731308882,1.10621429609097,4.85244336646874,0.0,0.151988666422506,1.43738755595137,0.321928094887362,0.473942729846573,0.205142240625298,0.0,0.0,0.256286070585092,0.874442886858751,1.11549941255753,5.10716894135459,0.610038557175333,1.93504479544458,2.47946340208891,2.75597712683241,0.724039015767268,2.50490000663476,0.0116387562468937,2.04952622081772,2.17911098929551,3.34624777408278,2.47316347033956,0.437547355287785,0.709819967976916,3.2702000003144,0.680954413645759,5.65927548498887,1.12174485538842,4.62823700414069,0.0144981269993528,0.0850166734887139,1.13645390926865,0.11503324294624,0.128425389028837,0.256165277263056,0.0116387562468937,0.0231843692482634,0.301938766965336,1.02318436924826,1.37016428054021,676.88,-1100.5
002ce9cd-f6e9-4080-845e-cd11a972ed72,5.60891862319396,0.845991770664573,2.52471565067338,1.95702308305332,1.94796532370984,0.45249000921845,2.29956704447606,0.0,1.38923638574894,1.12307019197595,3.02245659153012,2.43426792585286,0.0,0.0,2.87658570315829,0.323081789503733,4.52127692570837,0.221567788538409,3.95664216365737,0.0,0.22650852980868,0.823097147349204,0.0057592692886849,0.0057592692886849,0.191183609220039,0.0,0.0057592692886849,0.180911663368569,1.06564123947595,0.511063157482459,1.95218444289641,1.98950236086238,0.446044442596041,2.27085780946361,0.0,1.3426685182025,1.13940400580658,3.076353860756,2.46131900249075,0.0,0.0,3.00782340362982,0.249020510285965,4.54252427364297,0.283803270928366,3.94946956671235,0.0,0.36725922448867,0.968275110238707,0.0207688650945719,0.0,0.249020510285965,0.0,0.0207688650945719,0.158207747625736,1.05137210172103,0.672832633662213,5.07926289573405,0.750949452490595,1.942570804535,2.37445528233802,2.02357473282204,0.515308759741889,2.19626080609667,0.0,1.50908772992569,1.20620559846117,3.01444456589816,2.58553946335268,0.0,0.0,2.90077988147671,0.326192164494116,4.35222179236535,0.196984663529218,3.66481275655225,0.0,0.178491567822311,0.612871445323872,0.00705194251649,0.0104934192484527,0.172231468825481,0.0,0.0140695825016559,0.181547856455956,1.05185929883525,0.558953302350289,786.0,-164.42
00316c10-205a-4f4b-943d-7047e5f0b50c,5.73546260532545,0.437440824363543,2.30885594117364,1.89708549698349,1.99044665188779,0.454175893185802,2.08803980388186,0.0,1.83321395141742,1.15309191722165,3.38858908217089,1.88951248114303,0.0,0.0,2.376262596185,0.198368423102519,4.52704530588817,1.54428753996029,4.14881211275315,0.14860877020522,0.0100636833446975,1.06184530707107,0.0,0.0020183605343056,0.283329168051641,0.0020183605343056,0.0060466301184147,0.0894981508391026,0.837701090933865,0.278341658621642,1.88713530046191,1.73556550082144,0.532666056774233,1.97881797806019,0.0,1.83705515627302,0.942833505069937,3.28361068542478,1.65777718046497,0.0,0.0,2.22937257905178,0.0549179191289579,4.28576469669132,1.36876834909033,3.81931053062383,0.196103397714807,0.0,0.722903138560449,0.0,0.0,0.244278198578144,0.0,0.0277202583559274,0.0549179191289579,0.844867676074509,0.267715561951702,4.78195765226832,0.385044425959607,1.90334683498221,1.99425385917645,2.03920859633713,0.47643353551394,2.08079408195824,0.0057592692886849,2.00999204824744,1.29154462320587,3.34621940221991,2.17928810003681,0.0,0.0,2.57514287668766,0.25180996817154,4.52019592567072,1.71413559385633,3.99632546896166,0.116897018288262,0.0127831846982896,0.934025769722915,0.0043216059500934,0.0014419741739063,0.3426685182025,0.0014419741739063,0.0127831846982896,0.11290026153255,0.894526770257395,0.338224719989013,853.85,-344.84
0036a871-6e64-4b10-9204-2c21954b28dc,5.98588063599625,0.765195248763837,2.58712492187178,2.09440499380133,2.28950989604362,0.587268968104325,2.08294097533021,0.0,4.01171030962773,1.82615185052358,3.39397899986286,2.21340949904589,2.65081050408724,0.0,2.71802180609136,0.306495572259637,5.54073095717058,1.13303737874735,3.12030216851862,0.876330305006464,0.183073576214852,0.932212389313364,0.0614306004977481,0.932212389313364,0.295252823267693,0.0344974641994449,0.0614306004977481,0.36725922448867,1.50659991122592,0.435841915809228,2.09889112580627,2.298335725732,0.531967777397682,2.18285117588658,0.0,3.93520513209603,1.94027953005169,3.4594316186373,2.47705556557857,2.27840113525846,0.0,2.88330800296248,0.477055565578573,5.54459975373854,1.29036542085088,3.13262619285356,1.01934608880481,0.19987646683658,0.69741799391745,0.130403761658039,0.867342995359762,0.504772915975054,0.0572769650732476,0.0572769650732476,0.419862450377524,1.46726800146643,0.477055565578573,5.43954667934233,0.711230571893635,2.0429594548209,2.43482835641991,2.29071928277095,0.631150857725145,1.99664182864122,0.0,3.36945252426978,1.82260779406025,3.27555838548964,2.56298724269714,1.86469130905699,0.0,2.90823648299689,0.30170469621916,5.07138942148391,1.00338635593447,2.93479954021123,0.607200095397516,0.131326074606591,0.77534558407404,0.0687395906723051,0.541812169528895,0.360308084795196,0.0166389421137891,0.0494913701651037,0.373286274273024,1.53742330693374,0.525567788901347,1002.4,-899.47
003dde3d-e374-4bde-9576-ed6129f548e7,6.53457991556278,0.835762418694691,2.61022758954469,1.9463940048543,2.26002565596146,0.483983410300573,2.42112902435698,0.0,1.8962330922078,1.74053904861334,3.2637856138908,2.31883741929621,0.0,0.0,2.84643313973394,0.446785562143122,4.84339097149714,0.97151596429973,4.22532120890833,0.0,0.0,0.287590495523941,0.0354831521286886,0.015354834293464,0.127633279725874,0.0102069428692571,0.0454429707611671,0.160145725404579,0.923567567932559,0.365468585778131,1.93587458085045,2.27411253778378,0.487692139954532,2.40422193083879,0.0,2.1417597473139,1.83398301100712,3.25615017738666,2.38634192539018,0.0,0.0,2.96426923671084,0.395282204132233,4.69862966551185,0.851439234673589,4.2043598595386,0.0,0.0,0.395282204132233,0.120351940365222,0.0156402903768822,0.190678065617533,0.0,0.0462815032119103,0.217851096811131,0.960289283666254,0.383275739763504,5.98218133117262,0.967463757910271,1.95285537717374,2.46907846609679,2.35569289756622,0.528571318870758,2.40324044996355,0.0099204095930638,1.96938076494161,1.96240095168993,3.21325395073353,2.75075655446593,0.0,0.0,3.15416191325558,0.833659246409513,4.79946554936678,1.41629930547988,4.02666728988728,0.0,0.0318186258263571,0.17683337078449,0.189919417901074,0.0366088286051014,0.372952097911829,0.0220481651801732,0.0699770704115563,0.28226186658765,1.04145327230454,0.57918014812715,518.12,-1089.5
00402081-dfc4-4b9a-99aa-64ed108136b6,7.1636265323352,0.398569275594983,2.1844389980157,2.16243564122248,1.05192888499424,2.19371624192972,1.31805648189597,0.0,1.10882550954751,0.115432826120347,3.10880878604166,2.42849082596152,0.0,4.13742515705001,2.04614178164472,0.0611540632071007,2.18374057156734,0.0041777607891099,2.27103715991646,0.0,0.0,0.0519984677970024,0.0,0.0047530553998195,0.0840642647884745,0.0,0.023894042655701,0.0380146901867159,0.502534285895496,0.321928094887362,2.07529301778761,1.12809539633752,2.1152237247299,1.52892132373449,0.0,1.0703893278914,0.118625513544246,3.22166058326251,2.26732604522473,0.0,3.31779607546208,1.47803989834957,0.020484422065084,2.79553839215827,0.0,3.01281893346344,0.0,0.0,0.210513551800469,0.0,0.020484422065084,0.0,0.0,0.0,0.020484422065084,0.514602026442041,0.500088175738225,6.11066391270741,0.394623890161929,2.22589186169034,1.80330970999966,1.20313849719085,2.18884588213687,1.42115596066222,0.0,1.40135740989028,0.297837035886644,3.19971945247676,2.88848025266764,0.0,4.08885259022412,2.49543934295128,0.181547856455956,1.91857705450362,0.0104934192484527,2.47217580367239,0.0,0.0,0.0381552010259688,0.0313951962755343,0.003458319772411,0.245373962618162,0.0,0.0450235216984977,0.0619835161089573,0.575505968032991,0.345623464175129,415.78,-290.49
00430b1e-4362-4c7c-97de-cf9850a551ae,7.18499432315996,0.860764202628828,2.69777381955519,2.04837570453898,2.49087814632629,1.45543901456305,1.73370141345868,0.0,5.62092024429929,1.61381450656865,4.51593947919553,3.26140233594973,3.5583043745482,0.0,3.12176142961242,0.304277388065675,0.577634265267331,0.0641930619274924,1.36502057861953,0.599508235918936,1.0879787246419,3.03280649764797,2.56843104115481,2.77479886461915,1.42320164970806,0.272066200445954,0.135534869761189,0.321928094887362,0.756510956140158,0.599508235918936,2.04362447674703,2.37167037096268,1.49804657766047,1.75206346968423,0.0,5.50376221032289,1.36675583194792,4.30921985192188,3.07700366947837,3.24124529236202,0.0,2.96153072614686,0.189539944388503,0.593401581125647,0.0250287944915224,1.16710096896308,0.767061497680489,0.781821302087512,3.0449924077014,2.05585506092862,2.57649795171541,1.54215897717789,0.264730979043641,0.167100968963075,0.189539944388503,0.736994447778489,0.376512661288479,6.49079312768016,0.801738101566457,1.99015616662739,2.62828367215651,2.42481462089037,1.45380727437168,1.8770374506987,0.0496307677246004,5.73129458986675,1.7509494524906,4.48972916897519,3.39739226914987,3.66813047372172,0.0,3.37158674050765,0.901262740234717,0.663299071842335,0.0976107966264223,1.38239058287347,0.365020578619531,1.22208612527691,2.88418175529273,3.0394974433913,2.9504310864993,1.49620666592348,0.403819604436407,0.179256247190507,0.382390582873469,0.968791187883591,0.725697536946861,415.75,-1034.5
